,screen_name,text,tweet_id,cluster_pred
0,JemmaNorman_,RT @IslaAltamirano: Meanwhile.. #Brangelina https://t.co/v6r1QBQjC3,778334647180722176,2
1,noenchuz,RT @Vallmeister: When you innocently log onto Twitter and then #Brangelina https://t.co/91Ra0RC0Br,778334647298252804,2
2,riverhindi,RT @RaquelWillis_: Why is Jennifer Aniston trending over #Brangelina's divorce? Why do women have to be defined by relationships that ended…,778334648334155777,2
3,ammichan02,RT @Vallmeister: When you innocently log onto Twitter and then #Brangelina https://t.co/91Ra0RC0Br,778334649051471872,2
4,amberlight134,"RT @KeeganAllen: Yo, if #Brangelina can't stay together - there is no hope for anyone smh",778334649395257344,2
5,Arkelle,RT @IslaAltamirano: Meanwhile.. #Brangelina https://t.co/v6r1QBQjC3,778334649516826624,2
6,ChimsLDN,"RT @jwrdan: #brangelina is over

Jennifer Anniston: https://t.co/yt5JTL4qFC",778334649894498305,2
7,alyssaaablas,"RT @girlposts: ""After 11 years, #Brangelina calls it quits"" I need a moment to appreciate this 😭 https://t.co/KjAvTqAUni",778334649374441472,1
8,GandalfTheMex,Today got me like... #ThisMakesNoSense #Brangelina https://t.co/gXYyQPJWbE,778334647457488896,2
9,RickAndKim30yrs,"#Brangelina #TrumpACandy #hillaryforPrison #davidBrockforPrison

What say you, @brianefallon @thedemocats @dccc 

Y… https://t.co/IAQhhngN6X",778334649676288001,2
10,JadyWadyxx23,"RT @NialIYT: ""#Brangelina is over! Love doesn't exist!!"" 

Think again.. https://t.co/jJ83NlfPDn",778334650091597824,2
11,LisaHafey,RT @FijiMouse: #Brangelina Soundtrack Coming Soon... https://t.co/w8VJyiAh52,778334650481647617,2
12,Maris_Sparrow,#brangelina at least she's not a #Scamber i you know whot i mean,778334650531979264,2
13,chezbut,"RT @boohoo: Meanwhile, at Jennifer Aniston's house... #brangelina 👬 https://t.co/c3KXdyAzuY",778334650380980224,2
14,DugasChlo,"RT @girlposts: ""After 11 years, #Brangelina calls it quits"" I need a moment to appreciate this 😭 https://t.co/KjAvTqAUni",778334650351640576,1
15,thomassim6,PMSL !!!!!!!!!!!! https://t.co/xiu6KYBx0z,778334651228229632,2
16,hug_hjm,"RT @lovingkiedis: Scusate sono in lutto, non parlatemi, non avvicinatevi. #brangelina",778334652033531905,2
17,Brueckenschild,"RT @twintvofficial: Eigentlich ist #Brangelina wie #Dagmo:

Am meisten leidet ein Haufen nerviger Kleinkinder unter der Trennung.",778334652352397320,2
18,Cozart2174,RT @MyLindseyAnn: #Brangelina breaking up is just more proof that marriage is a relationship killer...,778334653677768704,1
19,MimiCimm,"RT @MincioneSuemy: me quando ho saputo tutto ciò, aiuto.!! #Brangelina https://t.co/n15LW2eqZM",778334653891637248,2
20,23shadesofpress,RT @masonrudd1993: The world views on #Brangelina https://t.co/l6Fi6YD7z5,778334654151659521,2
21,CecileGuillo,RT @masonrudd1993: The world views on #Brangelina https://t.co/l6Fi6YD7z5,778334653694476289,2
22,tereee99,RT @girlhoodposts: AS LONG AS THE OBAMAS STAY TOGETHER LOVE IS STILL REAL #brangelina https://t.co/Xx18WXPh44,778334653530902528,2
23,perrycolemanhog,"RT @HunterHRC2016: 50+ ex-nat sec officials call on Trump to disclose foreign biz details

https://t.co/rjLyDfY8A7

@NosesUp @teenagesleuth…",778334654483066881,2
24,_atfirstsightt,I'm crying ☹️😭 https://t.co/b6Ut9yJFnM,778334653757333504,2
25,Jon_Berkemeyer,What is a #Brangelina and why should I care?,778334654764113920,2
26,welovethefeud,RT @CraneOfficial: How Jennifer must feel #Brangelina https://t.co/0yc4pbnfLt,778334655246315520,1
27,suelovexx,RT @ESpring17: Don't let the #Brangelina divorce get you down. We have Blake and Ryan to keep love alive. https://t.co/5VdgNYY94l,778334655451770880,2
28,rosamariaskels4,RT @MyLindseyAnn: #Brangelina breaking up is just more proof that marriage is a relationship killer...,778334655368065024,1
29,ggabyferrer,"RT @girlposts: ""After 11 years, #Brangelina calls it quits"" I need a moment to appreciate this 😭 https://t.co/KjAvTqAUni",778334654390820864,1
30,MayteBenites,RT @IslaAltamirano: Meanwhile.. #Brangelina https://t.co/v6r1QBQjC3,778334655657443328,2
31,chelley449,"RT @huntergoldsmith: A relationship that started from cheating should not be your definition of #relationshipgoals. Yes I'm talking to you,…",778334655976054784,2
32,SGonzaIez,"RT @michaelhogan: Now #Brangelina have split, I guess they'll revert to the original names of Brange and Lina",778334655997157376,2
33,VidaDeFortuna,Today a dream died. 💀💐 #Brangelina https://t.co/NlkglcITaI,778334654768226305,2
34,askhou,RT @NotKennyRogers: I promise not to make fun of you for getting emotional over #Brangelina on Twitter as long as you promise not to vote i…,778334656273850368,2
35,azapiola,RT @Tu_Rockstar: Como olvidar esos tiempos en que Brad y Angelina criaron a los mismísimos Black Eyed Peas  #Brangelina https://t.co/6LqLXV…,778334656043319300,2
36,_ouissal_,"""Once a cheater, always a cheater"" #Brangelina https://t.co/xBFmbW9tNu",778334656257200128,2
37,tiago_beront,RT @JuanpaQuijano: Jennifer Aniston al enterarse del divorcio de Brad y Angelina. #Brangelina https://t.co/6YZpE6MsPn,778334657356165120,2
38,claudsstyles,RT @masonrudd1993: The world views on #Brangelina https://t.co/l6Fi6YD7z5,778334658018758656,2
39,shiaalizex,@_amiix why was this me when I found out😂 https://t.co/x0dIT3Vz2Y,778334657486131200,2
40,saravpereira,RT @Dory: Me coming online and seeing that #brangelina are getting divorced https://t.co/XSkYZzAEwr,778334658639429632,2
41,OddKoko,RT @nutellaANDpizza: when ur ex get his heart broke by the same girl he left u for but u dont care cause ya life looking like a blessing #B…,778334658631180288,2
42,amby_lee_,RT @kemichinno: Even God was shook https://t.co/nj2xrVLb8s,778334658555621376,2
43,dawne_stanton,RT @MyLindseyAnn: #Brangelina breaking up is just more proof that marriage is a relationship killer...,778334659096653825,1
44,Abbie_GREY,RT @SexualGif: Jennifer Aniston probably reacting to #Brangelina like.. https://t.co/FMdrERPGRV,778334660258521088,2
45,alwaysoopsnhi,RT @masonrudd1993: The world views on #Brangelina https://t.co/l6Fi6YD7z5,778334659809800194,2
46,gia_gm,RT @DiL_Logical: One good thing has came from the #Brangelina split: Jennifer Anniston memes! https://t.co/EId105gPWk,778334660225032196,2
47,PhaedraVanhove,RT @martijnmuijs: Heeft iemand al de grap gemaakt dat Angelina Jolie vannacht niet bij Brad Pitt? #brangelina,778334660384415744,2
48,MyrtoTsolaki,RT @VanzelGoneMad: Ολα για τη Τζενιφερ γίνονται #imwithjen #brangelina https://t.co/cTXUEZUJft,778334660032102405,2
49,monicaecheve,"RT @ElMonitou: Nosotros somos ""Brayani""

-El Brayan y la Britani queriendo ser como #Brangelina",778334660833058816,2
50,naupili,"RT @BrendanMacNews: It's moments like this, that I wish #JenniferAniston were on social media. So long, #Brangelina! https://t.co/e6zLjAbFtX",778334660631879680,2
51,MerynaB,RT @TristeMietitore: Il divorzio tra Angelina e Brad Pitt mi ha così colpito che quasi mi spiace aver ancora il cazzo che me frega in lavan…,778334660455763969,2
52,ThoborWirth,RT @johndingwall: Theresa May says Brangelexit means Brangelexit #brangelina,778334660829020160,2
53,onelastruelove,RT @masonrudd1993: The world views on #Brangelina https://t.co/l6Fi6YD7z5,778334661797969920,2
54,Levii_LMNO,"RT @LivelyMissLogic: List of couples I thought would break-up before #Brangelina:

Kim &amp; Kanye
Liam &amp; Miley
Jay &amp; Bey
George Clooney &amp; Amal…",778334662238334976,2
55,Fortune_Bet99,"#AhokDjarot
#Brangelina
#SuperDealID
Result BUNDESLIGA
Ayo Gabung &amp; Dukung TIM Jagoanmu
Regis:… https://t.co/lnTYecNFH1",778334662183624704,2
56,NamaskarNamaste,RT @ReutersIndia: Angelina Jolie files for divorce from Brad Pitt - attorney https://t.co/qULhWk1aLa #Brangelina,778334663404298240,2
57,iitsjustjustine,RT @ReIatableWorld: IT'S BEEN A GREAT 12 YEARS!😭 #brangelina https://t.co/Z8x5QDLmGK,778334663613886464,2
58,Aesthxtiq,RT @masonrudd1993: The world views on #Brangelina https://t.co/l6Fi6YD7z5,778334664062894080,2
59,teamwhiteclub,#Brussels #France #Belgium #Brangelina https://t.co/7XI8sGnIx4,778334662842195968,2
60,elishafukuda,RT @djjonbaxter: When you've stolen your husband from another woman and think he isn't going to cheat on you 😂😂😂#Brangelina https://t.co/OA…,778334665199366144,2
61,jvglewstick,"RT @girlposts: ""After 11 years, #Brangelina calls it quits"" I need a moment to appreciate this 😭 https://t.co/KjAvTqAUni",778334664796831744,1
62,djhtana,RT @CraneOfficial: How Jennifer must feel #Brangelina https://t.co/0yc4pbnfLt,778334666164056064,1
63,merveesrakonuk,"RT @krizzy_kalerqui: Jennifer Aniston right now: 
#brangelina https://t.co/HkHsYRul1l",778334665799262209,2
64,mimita2904,#Brangelina https://t.co/PIUsz526n3,778334665878937600,2
65,alicechouwbi,Todos os nossos sonhos 🔥🔥🔥 https://t.co/6CyFLArL6N,778334666579378176,2
66,ronariffic,"RT @BrendanMacNews: It's moments like this, that I wish #JenniferAniston were on social media. So long, #Brangelina! https://t.co/e6zLjAbFtX",778334666734637056,2
67,Arleen5098,"RT @MrMet: #Brangelina getting a divorce 💔, but @mrsmet and I are still going strong. #truelove #forever #TheOriginalMrAndMrsSmith 💞 https:…",778334666562662404,2
68,ligiawilliams23,RT @MyLindseyAnn: #Brangelina breaking up is just more proof that marriage is a relationship killer...,778334667229593601,1
69,TTMobile_za,"TT SOUTH AFRICA 22:47
1.#Checkpoint
2.#Brangelina
3.#PleaseStepIn
4.Pirates
5.#TheQueenMzansi
6.#1sand2s
7.Ndoro
8.Bucs
9.Jennifer Aniston",778334667254759424,2
